epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.015000,1.3437,0.5490,49.8892,0.6637
2,0.014972,0.5517,0.6780,36.5350,0.6960
3,0.014888,0.4617,0.7244,17.5901,0.7860
4,0.014748,0.4247,0.7427,0.4041,0.7236
5,0.014554,0.4072,0.7541,0.3335,0.7625
6,0.014307,0.3900,0.7644,0.3651,0.7540
7,0.014009,0.3789,0.7671,0.3481,0.7302
8,0.013663,0.3659,0.7728,0.3272,0.8032
9,0.013272,0.3550,0.7812,2.2712,0.7941
10,0.012837,0.3454,0.7817,0.2696,0.8227
11,0.012364,0.3320,0.7876,0.3007,0.8003
